UMAP1,UMAP2,GT,KMeans,DEC,scDCC
8.004222,8.628784,6,4,4,6
13.709987,-5.5622306,1,1,1,1
12.237831,-1.7062806,2,1,1,2
6.578635,9.1955185,4,4,4,4
14.209269,-4.6022167,1,1,1,1
6.8972545,-0.17793395,5,5,5,5
9.705012,11.978955,3,3,3,3
0.8929654,2.554134,7,7,7,7
13.654589,-2.7235553,1,1,1,1
12.744829,-6.3278255,1,1,1,1
21.03092,5.794431,8,8,8,8
12.629401,-6.012447,1,1,1,1
7.919831,9.0378275,6,4,4,3
10.728832,-4.4227877,2,2,1,2
6.073208,-1.3766476,5,5,5,5
10.732997,-4.486232,2,1,2,2
10.549413,11.709406,3,3,3,3
11.548064,-2.4220784,2,1,2,2
13.540391,-5.742136,1,1,1,1
10.050056,11.529554,3,3,3,3
6.6069,-1.999236,5,5,5,5
9.237174,8.680617,6,4,4,6
8.142478,9.15881,6,4,4,6
21.05528,5.7155128,8,8,8,8
11.190701,-5.027266,1,1,2,2
11.444004,7.896444,4,6,6,4
6.4366846,-0.8793364,5,5,5,5
14.807005,-4.883468,1,1,1,1
7.5094314,10.871277,3,4,4,3
11.247581,-2.958856,2,1,2,2
10.708304,7.8846397,4,6,6,6
9.8674965,-3.9467402,2,2,2,2
8.27076,13.400454,3,3,3,4
-4.739398,8.676496,12,13,12,12
14.116532,-6.63023,1,1,1,1
10.095008,-2.6100278,2,2,2,2
13.306735,-5.31347,1,1,1,1
7.6781034,-0.8043346,5,5,5,5
0.6973986,2.4064605,7,7,7,7
20.470001,4.225283,14,14,14,14
13.220477,-5.176491,1,1,1,1
9.232772,13.473989,3,3,3,3
9.60459,8.889216,4,6,6,4
5.4040513,9.634132,4,4,4,4
14.884789,-3.8869598,1,1,1,1
10.504081,11.73203,3,3,3,3
10.619132,8.970059,6,6,6,6
13.871778,-5.3347516,1,1,1,1
6.639569,10.156676,4,4,4,4
13.744146,-2.079592,1,1,1,1
15.338104,-3.5209851,1,1,1,1
15.294873,-3.8008912,1,1,1,1
12.719013,-5.996936,1,1,1,1
10.139429,10.7208395,3,3,3,3
15.319694,-4.13362,1,1,1,1
6.6831617,11.573761,4,4,4,4
8.029231,10.831747,3,3,3,3
11.879804,-1.5257093,2,1,1,2
6.435434,-0.020431027,5,5,5,5
15.194582,-5.1595817,1,1,1,1
8.317642,10.760162,4,3,3,4
5.713707,9.989156,9,4,4,9
12.298427,-3.724645,1,1,1,1
8.844847,8.860058,6,4,4,6
-4.4143224,7.701074,12,13,12,12
13.764268,-6.293969,1,1,1,1
10.686701,7.916353,4,2,2,4
11.53739,-5.164754,1,1,1,1
5.925357,10.915073,9,4,4,9
13.971147,-4.6399326,1,1,1,1
10.364925,8.607143,6,6,6,15
10.453062,8.229857,6,6,6,6
22.145552,5.289079,8,8,8,8
12.385052,-4.4361157,1,1,1,1
12.688425,-5.7051625,1,1,1,1
1.7256141,2.49255,16,7,7,16
-3.7667105,8.002056,12,4,15,12
7.5114098,-0.43719345,5,5,5,5
8.713506,9.275788,6,4,4,6
3.2674298,4.5807505,15,15,15,15
7.108059,0.12194876,5,5,5,5
8.864579,9.069231,6,4,4,6
9.628331,9.854786,6,6,6,6
9.517663,10.139731,3,3,3,3
8.501972,9.138513,6,4,4,6
9.475823,9.231413,6,6,4,6
9.045615,13.880781,3,3,3,3
8.632911,13.525307,3,3,3,3
13.061531,-2.2934177,1,1,1,1
15.097756,-4.441706,1,1,1,1
6.386263,11.760031,9,4,4,9
8.62357,9.918376,6,4,3,6
12.409401,-5.907074,1,1,1,1
9.863242,-3.0430748,2,2,2,2
9.493415,11.794693,3,3,3,3
12.902083,-5.0584397,1,1,1,1
13.02974,-3.184041,1,1,1,1
15.002456,-3.518223,1,1,1,1
13.633768,-4.9023385,1,1,1,1
5.971442,11.207005,4,4,4,4
8.406207,9.786759,4,4,4,4
10.569085,11.33456,3,3,3,6
21.817585,5.8476615,8,8,8,8
12.641414,-4.5623884,1,1,1,1
5.739052,10.131448,4,4,4,4
13.512981,-5.248093,1,1,1,1
9.917214,-2.0945804,2,2,2,2
9.787891,11.020455,3,3,3,3
8.4486265,11.959639,3,3,3,3
13.1463585,-5.9522443,1,1,1,1
13.174631,-4.876212,1,1,1,1
6.753972,-1.2296915,5,5,5,5
5.8886952,-1.4017457,5,5,5,2
7.6289783,10.994834,6,4,4,6
6.5363846,9.493903,4,4,4,4
14.294357,-5.762812,1,1,1,1
6.423861,0.046564355,5,5,5,5
6.5364113,8.910839,4,4,4,4
5.96207,9.087671,4,4,4,4
7.667977,11.745243,3,4,4,4
14.653349,-3.7886958,1,1,1,1
8.53031,8.682235,6,4,4,6
6.423845,-0.96575713,5,5,5,5
6.336564,-1.6861689,5,5,5,5
12.318199,-5.422191,1,1,1,1
10.050651,11.651742,3,3,3,6
7.018583,8.674675,6,4,4,6
9.22592,13.563106,3,3,3,3
10.717616,-2.0540216,2,2,2,1
9.233897,12.456872,3,3,3,3
10.403332,10.699709,3,3,3,3
10.215257,12.113119,3,3,3,3
7.6164484,11.127611,3,3,4,3
9.169213,8.875843,6,4,4,6
6.3396964,-1.5247973,5,5,5,5
11.229155,-2.7888703,2,1,2,2
6.717449,10.166246,4,4,4,4
6.5089564,8.976064,4,4,4,3
13.971688,-5.910876,1,1,1,1
10.070096,-1.5052712,2,2,2,2
20.18863,5.0548635,14,14,14,14
11.664928,-3.1765676,1,1,1,1
7.061522,-1.0969775,5,5,5,5
6.6593084,-1.7188351,5,5,5,5
20.87506,5.9181056,8,8,14,8
10.01533,12.2102585,3,3,3,3
6.559677,9.866708,4,4,4,4
21.633749,5.005777,8,8,8,8
11.516217,-3.3891673,2,1,2,2
6.029552,9.905421,4,4,4,9
-3.2302651,8.149837,13,4,3,13
6.778683,-1.4518932,5,5,5,5
13.530636,-5.590759,1,1,1,1
6.077095,9.235917,4,4,4,4
7.058921,10.511478,4,4,4,4
11.760004,-4.4606323,1,1,1,1
7.0195503,-0.51773447,5,5,5,5
13.53495,-2.1291115,1,1,2,1
13.40947,-2.8499293,1,1,1,1
5.33476,10.547785,9,4,4,4
14.324835,-4.349888,1,1,1,1
-4.6216516,8.275743,12,13,12,12
11.320768,-3.6808915,2,2,2,2
13.435647,-3.0887022,1,1,1,1
5.721471,10.860962,4,4,4,4
8.983512,13.059468,3,3,3,3
5.267549,10.187942,4,4,4,4
13.763603,-5.0301323,1,1,1,1
5.4789586,10.866425,9,4,4,9
14.4430275,-5.4539804,1,1,1,1
10.797616,-2.502775,2,2,2,2
5.993526,-0.7811777,5,5,5,5
7.9094906,10.538471,4,4,4,4
12.971173,-3.8509488,1,1,1,1
8.944566,13.007316,3,3,3,3
15.3495865,-4.5003905,1,1,1,1
11.237131,8.702359,6,6,6,6
5.7759104,-1.8385042,5,5,5,5
13.413426,-5.20629,1,1,1,1
6.4015794,11.132158,4,4,4,4
14.670774,-3.760519,1,1,1,1
7.82124,8.752323,4,4,4,6
11.231999,-3.0220723,2,1,2,2
10.319823,8.446915,6,6,6,6
11.72286,-4.1728616,2,1,1,1
13.871358,-2.9715102,1,1,1,1
6.0488973,-0.11098974,5,5,5,5
6.6895037,9.495166,4,4,4,4
10.182542,12.017958,3,3,3,3
7.5563188,9.281835,6,4,4,6
6.5208917,9.917946,4,4,4,4
6.5349374,9.082133,4,4,4,4
15.169437,-5.0470047,1,1,1,1
6.1976686,8.828459,4,4,4,4
9.435256,7.9710455,6,6,6,6
2.9874935,4.3490863,15,15,15,15
-3.3082643,8.5564575,13,13,13,13
20.743607,5.5378685,8,14,8,8
11.302713,-3.3264134,1,1,1,1
8.846928,10.183424,3,3,3,3
9.391768,8.186233,6,4,6,6
10.578639,10.040254,6,6,6,6
-1.8241732,8.713228,11,11,11,11
6.653294,9.477409,4,4,4,4
9.747058,-2.0361977,2,2,2,2
8.308227,11.823577,3,3,3,3
7.858986,8.938103,4,4,4,4
14.142901,-5.3867807,1,1,1,1
12.190512,-4.1897507,1,1,1,1
9.364259,-3.50903,2,2,2,2
13.027515,-2.1684759,1,1,1,1
9.677398,-3.5480988,2,2,2,2
-3.5412922,8.780121,13,13,13,13
13.815595,-3.9971826,1,1,1,1
10.535838,-2.8496192,2,2,2,2
9.4326,12.176658,3,3,3,3
-2.3151808,8.664937,11,11,12,11
14.554009,-5.1114855,1,1,1,1
13.829883,-5.642031,1,1,1,1
8.966087,13.640233,3,3,3,3
6.8253474,-0.53779876,5,5,5,5
7.9893565,12.986749,3,3,3,3
11.875873,-4.974105,1,1,1,1
11.218065,-2.5242875,2,1,2,2
7.5217624,-0.5773018,5,5,5,5
3.1729057,4.709192,15,15,15,15
5.395504,9.562579,4,4,4,4
11.121088,-2.7525568,2,2,1,2
13.67158,-6.5890985,1,1,1,1
12.27875,-3.1753533,2,1,1,1
5.9413295,9.511355,4,4,4,4
12.379857,-6.067194,1,1,1,1
13.672417,-3.1327171,1,1,1,1
1.4939818,2.6322913,16,1,1,1
10.031152,-2.4487748,2,2,2,2
9.181489,11.355066,3,3,3,3
-1.825216,8.63283,11,11,11,11
12.321355,-5.833248,1,1,1,1
12.445966,-5.8929734,1,1,1,1
13.705267,-6.1286316,1,1,1,1
7.4906697,12.191538,3,3,3,3
8.966788,13.640737,3,3,3,3
8.330024,13.232892,3,3,3,3
6.582263,-0.6041862,5,5,5,5
9.849312,-3.4751363,2,2,2,2
8.332481,8.47116,6,4,4,6
9.664309,-3.3190236,2,2,2,2
10.459893,-1.7969238,2,2,2,2
13.712596,-4.2812576,1,1,1,1
-4.3397503,8.065291,12,13,13,12
6.505631,9.991301,4,4,4,4
9.993334,11.311827,3,3,3,3
5.8635697,0.21665372,5,5,5,5
9.638117,-2.8527677,2,2,2,2
13.521793,-6.2440205,1,1,1,1
13.729888,-6.0860558,1,1,1,1
20.570835,4.09517,14,14,14,14
13.961553,-2.538165,1,1,1,1
7.8105145,9.893185,4,4,4,4
13.2185,-1.9443856,1,1,1,1
7.3063526,12.123768,3,3,4,4
8.429353,13.102825,3,3,3,3
15.227713,-5.261435,1,1,1,1
7.0104256,10.885452,4,4,4,4
6.502309,11.625974,4,4,4,4
14.167608,-6.272398,1,1,1,1
10.5440035,10.110155,3,3,3,3
13.489907,-3.8637223,1,1,1,1
12.47204,-3.9997108,1,1,1,1
9.266415,8.233144,6,4,4,6
12.212614,-3.0818682,1,1,1,1
11.252309,-4.2892795,2,1,1,2
6.297144,10.492871,4,4,4,4
14.512017,-4.20308,1,1,1,1
9.968624,8.47166,6,6,6,6
1.5012034,2.1276784,16,7,7,16
10.689556,-2.6901157,2,2,2,2
9.949165,-1.0854784,2,2,2,2
6.0823703,10.441413,4,4,4,4
11.829371,-3.7400951,1,1,1,1
9.64462,8.889502,6,6,6,6
14.443323,-5.3403406,1,1,1,2
22.101309,5.319034,8,8,8,8
10.466976,-2.574025,2,2,2,2
14.786394,-5.8920484,1,1,1,1
9.320551,-2.1332483,2,2,2,2
6.124776,9.63604,4,4,4,4
10.231704,-1.6493016,2,2,2,5
14.731443,-6.4387074,1,1,1,1
11.880623,-1.7904028,2,1,1,1
10.565439,-1.9715089,2,2,2,2
8.413686,13.333373,3,3,3,3
14.0513525,-5.9136147,1,1,1,1
11.9605665,-3.0790594,1,1,1,1
-3.6471043,8.633137,13,13,12,12
12.065974,-5.954116,1,1,1,1
20.800524,4.2413483,14,14,14,14
11.103197,-2.548186,2,2,1,2
-3.4192991,8.665483,13,13,13,13
9.527759,-1.9026184,2,2,2,2
12.131429,-6.051935,1,1,1,2
15.200224,-5.6240406,1,1,1,1
14.46289,-4.0213165,1,1,1,1
13.8315115,-5.5432887,1,1,1,1
8.682593,13.070167,3,3,3,3
10.585616,-3.4383545,2,2,2,2
21.959183,5.810673,8,8,8,8
7.7686586,9.566048,6,4,4,4
7.8188534,12.081491,3,3,3,3
5.959159,8.803523,4,4,4,4
10.283727,-4.1615696,2,2,2,2
6.494537,-1.0208846,5,5,5,5
9.141536,13.250531,3,3,3,3
10.019486,7.8406186,6,6,6,6
6.4147973,-1.4820958,5,5,5,5
6.8669405,9.303714,4,4,4,4
6.06801,9.712602,4,4,4,4
10.214702,7.944056,6,6,6,6
10.002673,-2.9266768,2,2,2,2
7.250668,10.244979,6,4,4,6
11.005289,-4.18667,2,1,1,2
-1.9810935,8.90641,11,11,11,11
13.705421,-5.388251,1,1,1,2
9.372037,13.376733,3,3,3,3
7.985911,-2.1240776,5,5,2,2
1.0470703,1.8605314,7,7,7,7
0.825034,1.903906,7,7,7,7
11.807416,-1.3417274,1,1,1,1
8.745796,13.160645,3,3,3,3
7.290431,-2.2656636,5,5,5,5
7.028778,10.107379,4,4,4,4
-2.8926709,8.674294,13,11,13,13
8.021758,9.249671,6,4,4,6
5.812769,10.366556,4,4,4,9
6.702923,9.636803,4,4,4,4
7.100031,10.182163,4,4,4,6
11.285797,-3.0111535,2,1,1,1
14.260681,-6.554058,1,1,1,1
12.146726,-5.3359704,2,1,1,2
14.860821,-5.484112,1,1,1,1
6.4039392,9.261614,4,4,4,9
14.618523,-6.2843714,1,1,1,1
8.13282,13.084167,3,3,3,3
9.081416,13.523318,3,3,3,3
11.240308,7.88769,4,6,6,4
9.105239,13.164814,3,3,3,3
9.245415,11.850783,3,3,3,3
5.5194674,-1.5063998,5,5,5,5
14.194888,-5.4428387,1,1,1,1
8.998139,13.25894,3,3,3,3
6.0467505,-0.9577882,5,5,5,5
9.321127,12.061313,3,3,3,3
9.173083,12.862544,3,3,3,3
8.811456,12.1969795,3,3,3,3
5.3042183,9.682118,9,4,4,9
7.093023,-1.4317154,5,5,5,5
8.047033,-1.5745273,5,5,5,5
5.6496716,-1.7664707,5,5,5,5
9.4461975,12.409313,3,3,3,3
6.9787683,8.682327,4,4,4,4
14.069259,-4.664363,1,1,1,1
8.556999,13.562788,3,3,3,3
13.521026,-6.1327286,1,1,1,1
5.6547155,10.700171,4,4,4,4
9.683459,12.307812,3,3,3,3
21.611732,5.822213,8,8,8,8
7.9737086,11.568337,3,4,4,3
14.068677,-6.7649474,1,1,1,1
