UMAP1,UMAP2,GT,KMeans,DEC,scDCC
15.686593,9.671462,CD4_T,CD4_T,CD4_T,CD4_T
16.756044,10.769254,CD4_T,CD4_T,CD4_T,CD4_T
-9.985194,7.5350704,Dendritic,B_cells,B_cells,Dendritic
-1.8505758,11.511706,Platelets,Platelets,Platelets,Platelets
12.519469,9.837686,CD4_T,CD4_T,CD4_T,CD4_T
-10.21645,7.8560486,Dendritic,B_cells,B_cells,Dendritic
0.18347748,5.4677224,Mono,Mono,Mono,Mono
12.936298,3.2286181,CD4_T,CD4_T,CD4_T,CD4_T
15.978227,9.24525,CD4_T,CD4_T,CD4_T,CD4_T
17.017426,11.477855,CD4_T,CD4_T,CD4_T,CD4_T
13.245979,7.5283027,CD4_T,CD4_T,CD4_T,CD4_T
12.893279,-5.9159603,B_cells,B_cells,B_cells,B_cells
15.594327,9.150795,CD4_T,CD4_T,CD4_T,CD4_T
17.784506,7.2571855,CD4_T,CD4_T,CD4_T,CD4_T
15.963963,9.536377,CD4_T,CD4_T,CD4_T,CD4_T
-0.016528817,2.85862,Mono,Mono,Mono,Mono
2.4608328,6.026454,Mono,Mono,Mono,Mono
-1.2098265,2.3144274,Mono,Mono,Mono,Mono
-0.7514857,4.888391,Mono,Mono,Mono,Mono
12.958691,6.716397,CD4_T,CD4_T,CD4_T,CD4_T
13.521384,10.272503,CD4_T,CD4_T,CD4_T,CD4_T
0.48517868,3.5823162,Mono,Mono,Mono,Mono
12.348441,-5.9285145,B_cells,CD4_T,B_cells,B_cells
13.704645,6.4364643,CD4_T,CD4_T,CD4_T,CD4_T
15.549057,8.020857,CD4_T,CD4_T,CD4_T,CD4_T
1.1429418,9.07631,Dendritic,Mono,Mono,Dendritic
-0.5570264,9.39975,Platelets,Mono,Mono,Platelets
16.481268,11.348025,CD4_T,CD4_T,CD4_T,CD4_T
16.897617,12.010786,CD4_T,CD4_T,CD4_T,CD4_T
16.15164,11.750233,CD4_T,CD4_T,CD4_T,CD4_T
14.489274,4.7072964,CD4_T,CD4_T,CD4_T,CD4_T
3.564767,7.07365,Mono,Mono,Mono,Mono
14.517495,3.1037402,CD4_T,CD4_T,NK,CD4_T
16.239702,8.537592,CD4_T,CD4_T,CD4_T,CD4_T
1.2484727,9.4322405,Dendritic,Mono,Mono,Dendritic
12.372073,1.2459965,NK,CD4_T,NK,NK
13.017538,5.4813986,CD4_T,CD4_T,CD4_T,CD4_T
17.308811,8.213886,CD4_T,CD4_T,CD4_T,CD4_T
-10.1216,8.183814,Dendritic,B_cells,B_cells,Dendritic
15.935378,10.257793,CD4_T,CD4_T,CD4_T,CD4_T
13.742202,3.6826134,CD4_T,CD4_T,CD4_T,CD4_T
12.96364,-7.7096953,B_cells,B_cells,B_cells,B_cells
15.472524,8.207832,CD4_T,CD4_T,CD4_T,CD4_T
17.888792,10.137189,CD4_T,CD4_T,CD4_T,CD4_T
1.8067392,6.509698,Mono,Mono,Mono,Mono
11.935325,1.3689104,NK,CD4_T,NK,NK
16.194712,9.335605,CD4_T,CD4_T,CD4_T,CD4_T
14.101128,-8.74067,B_cells,B_cells,B_cells,B_cells
12.742845,9.359127,CD4_T,CD4_T,CD4_T,CD4_T
15.710713,7.321184,CD4_T,CD4_T,CD4_T,CD4_T
15.099336,9.607427,CD4_T,CD4_T,CD4_T,CD4_T
16.414944,9.63119,CD4_T,CD4_T,CD4_T,CD4_T
12.877231,-5.8819532,B_cells,B_cells,B_cells,B_cells
12.561022,4.6793466,CD4_T,CD4_T,CD4_T,CD4_T
13.532133,4.4765453,CD4_T,CD4_T,CD4_T,CD4_T
17.251896,10.656591,CD4_T,CD4_T,CD4_T,CD4_T
13.836742,9.694816,CD4_T,CD4_T,CD4_T,CD4_T
13.589971,8.413382,CD4_T,CD4_T,CD4_T,CD4_T
12.236569,-9.616064,B_cells,B_cells,B_cells,B_cells
2.0119646,4.694926,Mono,Mono,Mono,Mono
13.263609,2.6980908,NK,CD4_T,CD4_T,NK
16.438105,10.015694,CD4_T,CD4_T,CD4_T,CD4_T
11.268865,-8.426231,B_cells,B_cells,B_cells,B_cells
11.657916,1.4620223,NK,CD4_T,NK,NK
16.738886,7.1254587,CD4_T,CD4_T,CD4_T,CD4_T
12.744701,1.5445349,NK,CD4_T,NK,NK
10.467941,-7.758667,B_cells,B_cells,B_cells,B_cells
12.870086,2.5451097,NK,CD4_T,NK,NK
16.368877,7.8443427,CD4_T,CD4_T,CD4_T,CD4_T
17.518097,8.866931,CD4_T,CD4_T,CD4_T,CD4_T
18.646162,6.5597644,CD4_T,CD4_T,CD4_T,CD4_T
12.396221,-9.416645,B_cells,B_cells,B_cells,B_cells
13.527267,-9.172688,B_cells,B_cells,B_cells,B_cells
13.532975,4.2391996,CD4_T,CD4_T,CD4_T,CD4_T
-0.26675445,2.9643424,Mono,Mono,Mono,Mono
2.1583097,6.358966,Mono,Mono,Mono,Mono
13.287376,-8.693979,B_cells,B_cells,B_cells,B_cells
0.95842284,9.538707,Dendritic,Mono,Mono,Dendritic
13.110972,5.0423183,CD4_T,CD4_T,CD4_T,CD4_T
17.461725,8.302563,CD4_T,CD4_T,CD4_T,CD4_T
16.43181,8.979119,CD4_T,CD4_T,CD4_T,CD4_T
15.429201,7.0607905,CD4_T,CD4_T,CD4_T,CD4_T
13.959579,-8.276696,B_cells,B_cells,B_cells,B_cells
17.43006,8.052036,CD4_T,CD4_T,CD4_T,CD4_T
17.677174,7.3365693,CD4_T,CD4_T,CD4_T,CD4_T
-0.13447301,5.629214,Mono,Mono,Mono,Mono
16.365793,10.250918,CD4_T,CD4_T,CD4_T,CD4_T
13.35174,10.061112,CD4_T,CD4_T,CD4_T,CD4_T
11.685743,-6.807754,B_cells,B_cells,B_cells,Dendritic
12.280271,2.041732,NK,CD4_T,NK,NK
13.827934,7.725193,CD4_T,CD4_T,CD4_T,CD4_T
15.566943,8.675379,CD4_T,CD4_T,CD4_T,CD4_T
0.07787228,4.3050046,Mono,Mono,Mono,Mono
-0.012159141,3.5021992,Mono,Mono,Mono,Mono
1.8760703,5.606286,Mono,Mono,Mono,Mono
15.582794,8.543108,CD4_T,CD4_T,CD4_T,CD4_T
15.507112,9.395764,CD4_T,CD4_T,CD4_T,CD4_T
0.7652845,5.515207,Mono,Mono,Mono,Mono
14.264107,9.235499,CD4_T,CD4_T,CD4_T,CD4_T
14.319438,8.379427,CD4_T,CD4_T,CD4_T,CD4_T
1.0042738,7.090551,Mono,Mono,Mono,Mono
13.232936,-8.219678,B_cells,B_cells,B_cells,B_cells
12.656472,-9.593459,B_cells,B_cells,B_cells,B_cells
16.403612,8.955444,CD4_T,CD4_T,CD4_T,CD4_T
12.1649475,-8.65278,B_cells,B_cells,B_cells,B_cells
2.4844995,6.1803575,Mono,Mono,Mono,Mono
1.2000957,6.928587,Mono,Mono,Mono,Mono
15.835009,5.491635,CD4_T,CD4_T,CD4_T,CD4_T
2.1584148,10.811013,Dendritic,Mono,Mono,Dendritic
3.135541,11.296114,Dendritic,CD4_T,CD4_T,Dendritic
1.90313,6.4953504,Mono,Mono,Mono,Mono
16.187784,7.8777614,CD4_T,CD4_T,CD4_T,CD4_T
16.160519,8.527537,CD4_T,CD4_T,CD4_T,CD4_T
12.595301,-9.583733,B_cells,B_cells,B_cells,B_cells
12.457637,3.5017726,CD4_T,CD4_T,NK,CD4_T
0.03538625,7.363474,Mono,Mono,Mono,Mono
14.587729,8.159667,CD4_T,CD4_T,CD4_T,CD4_T
13.833376,-8.728445,B_cells,B_cells,B_cells,B_cells
-0.21733841,5.201281,Mono,Mono,Mono,Mono
15.6953,10.210357,CD4_T,CD4_T,CD4_T,CD4_T
11.767514,2.052201,NK,CD4_T,NK,NK
17.331968,11.8122425,CD4_T,CD4_T,CD4_T,CD4_T
15.049896,4.6031322,CD4_T,CD4_T,CD4_T,CD4_T
17.98446,7.8471227,CD4_T,CD4_T,CD4_T,CD4_T
13.489492,5.9732947,CD4_T,CD4_T,CD4_T,CD4_T
11.650237,2.0747921,NK,CD4_T,NK,NK
13.864755,-7.488599,B_cells,B_cells,B_cells,B_cells
16.493513,10.008696,CD4_T,CD4_T,CD4_T,CD4_T
2.7086842,6.1807837,Mono,Mono,Mono,Mono
14.361268,10.010247,CD4_T,CD4_T,CD4_T,CD4_T
17.670418,6.534565,CD4_T,CD4_T,CD4_T,CD4_T
12.213259,0.88083494,NK,CD4_T,NK,NK
11.328806,-8.16141,B_cells,B_cells,B_cells,B_cells
17.967993,7.251949,CD4_T,CD4_T,CD4_T,CD4_T
1.8729286,4.1473627,Mono,Mono,Mono,Mono
17.762259,6.7272954,CD4_T,CD4_T,CD4_T,CD4_T
13.249112,9.863219,CD4_T,CD4_T,CD4_T,CD4_T
12.061727,1.0349582,NK,CD4_T,NK,NK
12.831038,9.374601,CD4_T,CD4_T,CD4_T,CD4_T
13.171284,-8.359195,B_cells,B_cells,B_cells,B_cells
12.292566,1.4093751,NK,CD4_T,NK,NK
13.459041,-7.0502043,B_cells,B_cells,B_cells,B_cells
12.628705,-8.555235,B_cells,B_cells,B_cells,B_cells
-1.2097242,10.557694,Platelets,Platelets,Platelets,Platelets
2.6516879,5.613128,Mono,Mono,Mono,Mono
18.579723,7.254198,CD4_T,CD4_T,CD4_T,CD4_T
12.742743,8.823218,CD4_T,CD4_T,CD4_T,CD4_T
1.9655663,4.693312,Mono,Mono,Mono,Mono
12.912368,-9.253492,B_cells,B_cells,B_cells,B_cells
14.885444,7.7514753,CD4_T,CD4_T,CD4_T,CD4_T
16.416788,9.835497,CD4_T,CD4_T,CD4_T,CD4_T
0.9140001,6.4957,Mono,Mono,Mono,Mono
-0.7682683,6.568971,Mono,Mono,Mono,Mono
2.6143572,6.1563425,Mono,Mono,Mono,Mono
0.72956824,6.5231237,Mono,Mono,Mono,Mono
16.311207,8.12197,CD4_T,CD4_T,CD4_T,CD4_T
15.152909,7.684536,CD4_T,CD4_T,CD4_T,CD4_T
-10.318762,7.6938443,Dendritic,B_cells,B_cells,Dendritic
11.864832,2.3278627,NK,CD4_T,NK,NK
18.105146,10.318341,CD4_T,CD4_T,CD4_T,CD4_T
16.361227,7.303801,CD4_T,CD4_T,CD4_T,CD4_T
15.335366,8.622779,CD4_T,CD4_T,CD4_T,CD4_T
13.93617,4.7436943,CD4_T,CD4_T,CD4_T,CD4_T
0.30204836,3.1982143,Mono,Mono,Mono,Mono
14.302661,5.360753,CD4_T,CD4_T,CD4_T,CD4_T
17.18991,8.391791,CD4_T,CD4_T,CD4_T,CD4_T
12.493847,4.5289445,CD4_T,CD4_T,CD4_T,CD4_T
14.70354,3.8578696,CD4_T,CD4_T,CD4_T,CD4_T
1.1858853,5.43847,Mono,Mono,Mono,Mono
16.105257,6.256163,CD4_T,CD4_T,CD4_T,CD4_T
12.482099,5.6665325,CD4_T,CD4_T,CD4_T,CD4_T
13.875787,-7.946233,B_cells,B_cells,B_cells,B_cells
13.474682,4.944275,CD4_T,CD4_T,CD4_T,CD4_T
-2.7896748,8.034786,Mono,Mono,Mono,Mono
16.202087,11.074945,CD4_T,CD4_T,CD4_T,CD4_T
16.263918,9.664421,CD4_T,CD4_T,CD4_T,CD4_T
13.334879,8.162931,CD4_T,CD4_T,CD4_T,CD4_T
-0.40260094,5.9260116,Mono,Mono,Mono,Mono
1.7155342,7.0911517,Mono,Mono,Mono,Mono
15.746457,11.029883,CD4_T,CD4_T,CD4_T,CD4_T
1.1335188,4.91932,Mono,Mono,Mono,Mono
15.358277,9.127824,CD4_T,CD4_T,CD4_T,CD4_T
12.632982,0.9926316,NK,CD4_T,NK,NK
11.771443,1.7056582,NK,CD4_T,NK,NK
15.05501,10.311821,CD4_T,CD4_T,CD4_T,CD4_T
15.610193,10.519388,CD4_T,CD4_T,CD4_T,CD4_T
10.934415,-7.104444,B_cells,B_cells,B_cells,B_cells
-0.5548146,2.4393842,Mono,Mono,Mono,Mono
12.772943,8.639244,CD4_T,CD4_T,CD4_T,CD4_T
17.968332,11.503128,CD4_T,CD4_T,CD4_T,CD4_T
16.90424,10.97855,CD4_T,CD4_T,CD4_T,CD4_T
13.810341,4.225668,CD4_T,CD4_T,CD4_T,CD4_T
1.1326833,3.776806,Mono,Mono,Mono,Mono
2.474496,5.6228685,Mono,Mono,Mono,Mono
15.601792,7.830178,CD4_T,CD4_T,CD4_T,CD4_T
14.700814,8.45389,CD4_T,CD4_T,CD4_T,CD4_T
15.060949,4.729489,CD4_T,CD4_T,CD4_T,CD4_T
12.64965,-8.419359,B_cells,B_cells,B_cells,B_cells
17.27849,9.09028,CD4_T,CD4_T,CD4_T,CD4_T
15.235748,8.001003,CD4_T,CD4_T,CD4_T,CD4_T
-1.6201991,7.5633764,Mono,Mono,Mono,Mono
16.438335,8.43852,CD4_T,CD4_T,CD4_T,CD4_T
13.877795,-7.8960443,B_cells,B_cells,B_cells,B_cells
1.2725486,5.8103957,Mono,Mono,Mono,Mono
18.316877,10.820737,CD4_T,CD4_T,CD4_T,CD4_T
12.466962,4.3428063,CD4_T,CD4_T,CD4_T,CD4_T
1.6845561,5.7443233,Mono,Mono,Mono,Mono
11.800409,1.6856838,NK,CD4_T,NK,NK
15.571391,8.576594,CD4_T,CD4_T,CD4_T,CD4_T
13.31743,5.068103,CD4_T,CD4_T,CD4_T,CD4_T
1.3048133,5.4989986,Mono,Mono,Mono,Mono
17.625519,7.8512135,CD4_T,CD4_T,CD4_T,CD4_T
13.967944,9.060614,CD4_T,CD4_T,CD4_T,CD4_T
15.104742,8.338078,CD4_T,CD4_T,CD4_T,CD4_T
17.938305,9.258859,CD4_T,CD4_T,CD4_T,CD4_T
16.132128,9.844013,CD4_T,CD4_T,CD4_T,CD4_T
0.5352826,5.3878617,Mono,Mono,Mono,Mono
15.997693,9.880574,CD4_T,CD4_T,CD4_T,CD4_T
13.283281,9.248371,CD4_T,CD4_T,CD4_T,CD4_T
18.26015,10.845373,CD4_T,CD4_T,CD4_T,CD4_T
12.911611,-7.4803166,B_cells,B_cells,B_cells,B_cells
13.553855,9.114607,CD4_T,CD4_T,CD4_T,CD4_T
15.21101,8.19243,CD4_T,CD4_T,CD4_T,CD4_T
-0.5030178,2.808498,Mono,Mono,Mono,Mono
17.66844,7.1515183,CD4_T,CD4_T,CD4_T,CD4_T
10.789943,-8.0171175,B_cells,B_cells,B_cells,B_cells
13.485157,5.3937273,CD4_T,CD4_T,CD4_T,CD4_T
14.1432085,7.625716,CD4_T,CD4_T,CD4_T,CD4_T
15.572107,9.8764715,CD4_T,CD4_T,CD4_T,CD4_T
14.374754,-8.203522,B_cells,B_cells,B_cells,B_cells
13.301466,-7.7041225,B_cells,B_cells,B_cells,B_cells
12.927403,-7.524832,B_cells,B_cells,B_cells,B_cells
12.759411,3.9346087,CD4_T,CD4_T,CD4_T,CD4_T
0.35266936,8.071454,Mono,Mono,Mono,Mono
-1.1246363,2.3455324,Mono,Mono,Mono,Mono
-1.3242656,10.814582,Platelets,Platelets,Platelets,Platelets
18.602005,9.193987,CD4_T,CD4_T,CD4_T,CD4_T
0.83968043,3.7306535,Mono,Mono,Mono,Mono
13.963094,4.5389333,CD4_T,CD4_T,CD4_T,CD4_T
16.88122,11.427206,CD4_T,CD4_T,CD4_T,CD4_T
16.716452,9.378211,CD4_T,CD4_T,CD4_T,CD4_T
13.1869,6.467478,CD4_T,CD4_T,CD4_T,CD4_T
12.490775,-8.544107,B_cells,B_cells,B_cells,B_cells
-10.08784,7.8578563,Dendritic,B_cells,B_cells,Dendritic
16.50933,9.546976,CD4_T,CD4_T,CD4_T,CD4_T
13.6567,8.230285,CD4_T,CD4_T,CD4_T,CD4_T
-2.2557135,8.272203,Mono,Mono,Mono,Mono
1.5519482,10.473001,Dendritic,Mono,Mono,Dendritic
11.200058,-8.397461,B_cells,B_cells,B_cells,B_cells
12.224077,1.7662266,NK,CD4_T,NK,NK
16.918882,10.953511,CD4_T,CD4_T,CD4_T,CD4_T
1.3447024,7.1268153,Mono,Mono,Mono,Mono
-0.63965374,2.75536,Mono,Mono,Mono,Mono
10.501945,-8.749296,B_cells,B_cells,B_cells,B_cells
12.616887,-7.655052,B_cells,B_cells,B_cells,B_cells
14.684016,5.5907226,CD4_T,CD4_T,CD4_T,CD4_T
14.797591,9.966235,CD4_T,CD4_T,CD4_T,CD4_T
18.344566,10.374107,CD4_T,CD4_T,CD4_T,CD4_T
13.5443125,5.764511,CD4_T,CD4_T,CD4_T,CD4_T
-1.6728405,11.274586,Platelets,Platelets,Platelets,Platelets
17.365978,10.9331,CD4_T,CD4_T,CD4_T,CD4_T
15.163002,6.7961035,CD4_T,CD4_T,CD4_T,CD4_T
12.471805,-8.385052,B_cells,B_cells,B_cells,B_cells
13.656941,6.975947,CD4_T,CD4_T,CD4_T,CD4_T
0.4565308,4.84449,Mono,Mono,Mono,Mono
13.272121,-9.078835,B_cells,B_cells,B_cells,B_cells
1.8713145,5.7234516,Mono,Mono,Mono,Mono
17.271711,8.76987,CD4_T,CD4_T,CD4_T,CD4_T
0.248416,2.5727081,Mono,Mono,Mono,Mono
-10.179721,7.705068,Dendritic,B_cells,B_cells,Dendritic
0.4811049,6.7741127,Mono,Mono,Mono,Mono
17.749374,7.7824655,CD4_T,CD4_T,CD4_T,CD4_T
14.555576,7.5699706,CD4_T,CD4_T,CD4_T,CD4_T
12.998542,-8.960972,B_cells,B_cells,B_cells,B_cells
12.744123,-8.666246,B_cells,B_cells,B_cells,B_cells
12.66408,2.122651,NK,CD4_T,NK,NK
15.617641,9.246887,CD4_T,CD4_T,CD4_T,CD4_T
13.577285,9.07025,CD4_T,CD4_T,CD4_T,CD4_T
12.767867,-8.196944,B_cells,B_cells,B_cells,B_cells
12.910255,3.8560479,CD4_T,CD4_T,CD4_T,CD4_T
13.800892,4.782826,CD4_T,CD4_T,CD4_T,CD4_T
16.923328,9.518729,CD4_T,CD4_T,CD4_T,CD4_T
17.175064,10.607462,CD4_T,CD4_T,CD4_T,CD4_T
18.350216,10.501958,CD4_T,CD4_T,CD4_T,CD4_T
16.525427,7.554813,CD4_T,CD4_T,CD4_T,CD4_T
13.727048,-8.71146,B_cells,B_cells,B_cells,B_cells
16.122944,8.959886,CD4_T,CD4_T,CD4_T,CD4_T
1.5851123,5.7404346,Mono,Mono,Mono,Mono
13.215368,8.888947,CD4_T,CD4_T,CD4_T,CD4_T
-2.3335786,7.841833,Mono,Mono,Mono,Mono
18.092134,11.402634,CD4_T,CD4_T,CD4_T,CD4_T
1.7290444,6.806464,Mono,Mono,Mono,Mono
14.710207,7.076975,CD4_T,CD4_T,CD4_T,CD4_T
13.654317,-7.7858233,B_cells,B_cells,B_cells,B_cells
11.884545,2.021872,NK,CD4_T,NK,NK
11.389391,-8.825112,B_cells,B_cells,B_cells,B_cells
12.899378,8.765136,CD4_T,CD4_T,CD4_T,CD4_T
12.425386,4.9862976,CD4_T,CD4_T,CD4_T,CD4_T
0.37366915,5.6909633,Mono,Mono,Mono,Mono
2.0200288,10.362143,Dendritic,Mono,Mono,Dendritic
17.559801,8.128382,CD4_T,CD4_T,CD4_T,CD4_T
13.850336,-7.902531,B_cells,B_cells,B_cells,B_cells
0.1812856,4.697015,Mono,Mono,Mono,Mono
12.488992,-5.7277985,B_cells,CD4_T,CD4_T,B_cells
2.2934558,7.910514,Mono,Mono,Mono,Mono
17.687113,11.532289,CD4_T,CD4_T,CD4_T,CD4_T
17.050894,9.558206,CD4_T,CD4_T,CD4_T,CD4_T
12.570783,1.2307099,NK,CD4_T,NK,NK
0.4073546,4.621885,Mono,Mono,Mono,Mono
13.042395,4.4641976,CD4_T,CD4_T,CD4_T,CD4_T
-0.24774061,7.9210014,Mono,Mono,Mono,Mono
0.6404965,6.8097243,Mono,Mono,Mono,Mono
17.534176,10.8918,CD4_T,CD4_T,CD4_T,CD4_T
1.1311913,3.7728014,Mono,Mono,Mono,Mono
1.5562704,10.373463,Dendritic,Mono,Mono,Dendritic
16.963327,7.224514,CD4_T,CD4_T,CD4_T,CD4_T
13.04897,-9.193496,B_cells,B_cells,B_cells,B_cells
15.83656,11.213924,CD4_T,CD4_T,CD4_T,CD4_T
13.316341,9.022124,CD4_T,CD4_T,CD4_T,CD4_T
12.442484,-8.924447,B_cells,B_cells,B_cells,B_cells
12.456434,4.3900633,CD4_T,CD4_T,CD4_T,CD4_T
1.0623142,9.972623,Dendritic,Mono,Mono,Dendritic
12.586439,4.401765,CD4_T,CD4_T,CD4_T,CD4_T
13.614425,-8.294938,B_cells,B_cells,B_cells,B_cells
11.817305,-7.96087,B_cells,B_cells,B_cells,B_cells
-10.3551,7.839619,Dendritic,B_cells,B_cells,Dendritic
-10.072296,7.5319486,Dendritic,B_cells,B_cells,Dendritic
13.136063,8.060742,CD4_T,CD4_T,CD4_T,CD4_T
15.135143,4.0278573,CD4_T,CD4_T,CD4_T,CD4_T
14.947096,9.007711,CD4_T,CD4_T,CD4_T,CD4_T
-1.7330816,11.41718,Platelets,Platelets,Platelets,Platelets
1.3442808,5.3854327,Mono,Mono,Mono,Mono
-10.398291,7.8061156,Dendritic,B_cells,B_cells,Dendritic
17.320591,10.301145,CD4_T,CD4_T,CD4_T,CD4_T
-0.23752236,5.608143,Mono,Mono,Mono,Mono
13.000197,2.5086381,NK,CD4_T,NK,NK
11.881436,1.2438861,NK,CD4_T,NK,NK
17.534632,8.051462,CD4_T,CD4_T,CD4_T,CD4_T
10.597928,-8.038758,B_cells,B_cells,B_cells,B_cells
12.640912,1.3124509,NK,CD4_T,NK,NK
13.990418,7.405301,CD4_T,CD4_T,CD4_T,CD4_T
1.7072711,5.8223023,Mono,Mono,Mono,Mono
0.59497297,7.4885397,Mono,Mono,Mono,Mono
17.191101,9.61506,CD4_T,CD4_T,CD4_T,CD4_T
13.998514,6.8844213,CD4_T,CD4_T,CD4_T,CD4_T
14.133958,7.818263,CD4_T,CD4_T,CD4_T,CD4_T
2.0488455,4.9028583,Mono,Mono,Mono,Mono
16.295273,8.86569,CD4_T,CD4_T,CD4_T,CD4_T
0.45547602,3.0811007,Mono,Mono,Mono,Mono
3.3455036,7.1226883,Mono,Mono,Mono,Mono
14.499706,8.119624,CD4_T,CD4_T,CD4_T,CD4_T
1.0583463,6.1579943,Mono,Mono,Mono,Mono
17.373701,7.3627996,CD4_T,CD4_T,CD4_T,CD4_T
0.8523073,6.6109986,Mono,Mono,Mono,Mono
18.133211,9.914544,CD4_T,CD4_T,CD4_T,CD4_T
2.0934038,6.8404,Mono,Mono,Mono,Mono
10.378482,-8.826423,B_cells,B_cells,B_cells,B_cells
17.150457,7.2883577,CD4_T,CD4_T,CD4_T,CD4_T
13.621457,6.136132,CD4_T,CD4_T,CD4_T,CD4_T
0.66904235,4.97506,Mono,Mono,Mono,Mono
-0.51035094,3.2967727,Mono,Mono,Mono,Mono
13.810848,-9.355344,B_cells,B_cells,B_cells,B_cells
16.139774,7.3782387,CD4_T,CD4_T,CD4_T,CD4_T
12.547318,5.8594937,CD4_T,CD4_T,CD4_T,CD4_T
